Sentence,Label
"the compani s order book stood at 1.5 bln euro 2.2 bln on septemb 30 , 2007 , up by 24.2 pct on the year , with intern order amount to 365 mln euro 534.3 mln .",1
"the compani said that paper demand increas in all of it main market , includ of public paper , and that it increas averag paper price by 4 percent compar with last year .",1
"the world s second largest stainless steel maker said net profit in the threemonth period until dec. 31 surg to euro603 million us 781 million , or euro3 .33 us 4.31 per share , from euro172 million , or euro0 .94 per share , the previou year .",1
"within the framework of the partnership , nokia siemen network ha sign an initi framework purchas agreement with sitron subsidiari , jsc mikron , which is the largest manufactur and export of microelectron compon in russia .",1
"seppala s revenu increas by 0.2 % to eur10 .1 m. in finland , revenu went down by 2.4 % to eur6 .8 m , while sale abroad rose by 6.2 % to eur3 .3 m. sale increas in all the baltic countri as well as in russia and ukrain .",1
"share of standard charter stan rose 1.2 % in the ftse 100 , while royal bank of scotland rb share rose 2 % and barclay share barc bc were up 1.7 % .",1
share of nokia corp. rose thursday after the cell phone maker said it thirdquart earn almost doubl and it share of the global handset market increas .,1
"in it financi report , publish on friday , seb said it net profit soar to sek6 .745 bn in 2010 from a yearearli sek1 .114 bn and propos a 50 % dividend increas to sek1 .50 per share .",1
sale for the depart store divis increas by 15 % and sale for the cloth store subsidiari seppala increas by 8 % meanwhil sale for hobbi hall decreas by 12 % .,1
"at the request of finnish media compani alma media s newspap , research manag jari kaivooja at the finland futur research centr at the turku school of econom ha drawn up a futur scenario for finland s nation economi by use a model develop by the univers of denver .",0
"in sweden , gallerix accumul sek denomin sale were down 1 % and eur denomin sale were up 11 % .",0
the compani support it global custom in develop new technolog and offer a fast rout from product develop to applic and volum product .,0
"when thi invest is in place , atria plan to expand into the moscow market .",0
"in june it sold a 30 percent stake to nordstjernan , and the invest group ha now taken up the option to acquir eqt s remain share .",0
"kesko corpor stock exchang releas 28.02.2008 at 09.30 1 1 kesko corpor and aspo plc today sign an agreement by which aspo acquir the share capit of kaukotelko ltd , a subsidiari wholli own by kesko .",1
stock exchang announc 20 juli 2006 1 1 baswar share subscript with warrant and increas in share capit a total of 119 850 share have been subscrib with baswar warrant program .,0
the new plant is plan to have an electr gener capac of up to 350 megawatt mw and the same heat gener capac .,0
"the omx helsinki 25 index wa up 0.92 pct at 2,518.67 and the helsinki cap portfolio index wa 0.91 pct higher at 4,711.19 .",1
"a maximum of 666,104 new share can further be subscrib for by exercis b option under the 2004 stock option plan .",0
"as a result of the share issu , the number of the compani s share increas by 391,630 share and the share capit by a total of eur 15,665.20 .",0
"on the rout between helsinki in finland and tallinn in estonia , cargo volum increas by 36 % , while cargo volum between finland and sweden fell by 9 % .",0
"other measur includ increas synergi and economi of scale within the grimaldi group and personnel adjust , divest and redeliveri of excess tonnag .",0
"rinkuskiai rais the sale by 18.1 percent , to 1.37 million liter , while the sale of kauno alu grew by 14.3 percent , to 960,000 liter .",1
telecomworldwire7 april 2006tj group plc sell stake in morn digit design oy finnish it compani tj group plc said on friday 7 april that it had sign an agreement on sell it share of morn digit design oy to edita oyj .,1
"the 718,430 new seri a share will becom subject to trade on the helsinki stock exchang s main list , togeth with the old seri a share , on juli 3 , 2006 .",0
tiimari oper 194 store in six countri includ it core finnish market and gener a turnov of 76.5 mln eur in 2005 .,0
under thi agreement biohit becom a focu supplier of pipettor and dispos pipettor tip to vwr custom throughout europ .,1
"the combin of all servic enabl us to offer a complex and strengthen servic chain not onli limit to the baltic port connect but also for get access to the world wide grimaldi network into the mediterranean , africa and north america say uwe bakosch .",1
no blindspot come from 1 vantag point allow investig to see the whole stori in high resolut with no unbroken video .,0
"the compani still expect it turnov in 2010 to slightli increas from the level of 2009 , ad that market predict is still too poor for trustworthi forecast on the market develop of the contract manufactur busi dure the current year .",1
the acquisit will consider increas kemira s sale and market posit in the russian metal industri coat market .,1
"in januaryseptemb 2007 , finnlin net sale rose to eur 505.4 mn from eur 473.5 mn in the correspond period in 2006 .",1
"adjust for chang in the group structur , the divis s net sale increas by 1.7 % .",1
"the chang will optim the oper effici of our grow busi , said julia prohaska , director of market commun for fiskar .",1
"they would invest not onli in the physic infrastructur , but would also provid knowhow for manag and develop scienc and technolog park , said sunris valley director andriu bagdona .",1
"4 februari 2011 finnish broadband data commun system provid telest oyj hel tlt1v saw it net profit jump to eur2 .1 m for the last quarter of 2010 from eur995 ,000 for the same period of 2009 .",1
finnish aktia group s oper profit rose to eur 17.5 mn in the first quarter of 2010 from eur 8.2 mn in the first quarter of 2009 .,1
finnish bank of land s consolid net oper profit increas from eur 4.8 mn in the first quarter of 2005 to eur 6.4 mn in the first quarter of 2006 .,1
"finnish financi group aktia report oper profit of eur 44.4 mn in januaryseptemb 2009 , up from eur 37.3 mn in the correspond period in 2008 .",1
"finnish high technolog provid vaahto group report net sale of eur 41.8 mn in the account period septemb 2007 februari 2008 , an increas of 11.2 % from a year earlier .",1
net sale of finnish food industri compani lnnen tehtaat s continu oper increas by 13 % in 2008 to eur 349.1 mn from eur 309.6 mn in 2007 .,1
an individu promot also gener slightli higherthanexpect revenu .,1
biohit alreadi servic mani current genesi custom and the custom base is expect to expand as a result of thi agreement .,1
"both oper profit and turnov for the threemonth period increas , respect from eur0 .9 m and eur8 .3 m , as compar to the correspond period in 2005 .",1
circul revenu ha increas by 5 % in finland and 4 % in sweden in 2008 .,1
cloth chain seppl s net sale increas by 7.0 % to eur 30.8 mn .,1
construct volum meanwhil grow at a rate of 1015 percent annual .,1
finnish and swedish construct market are still experienc an estim 4 % annual growth in 2008 .,1
"howev , biohit estim it total net sale will continu to grow in 2009 , and that favour trend in net sale will lead to a profit in 2009 .",1
"in 2009 , fiskar cash flow from oper activ amount to eur121m , up from eur97m in the previou year .",1
"in lithuania , oper profit rose to eur 190,000 from eur 70,000 in the correspond period in 2005 .",1
"in the fourth quarter of 2008 , net sale increas by 2 % to eur 1,050.7 mn from eur 1,027.0 mn in the fourth quarter of 2007 .",1
"intern sale rose by 59.8 % to eur 1,244.4 mn .",1
kalmar espana gener net sale of some 11.3 mln euro 14.8 mln in 2005 .,0
net sale grew in the period to x20ac 402 million 585u million from x20ac 401 million in 2006 .,1
net sale increas to eur655m in april to june 2010 from eur438m a year earlier .,1
"net sale rose by 25.5 % yearonyear to eur59 .6 m , as the number of charger deliv went up by 41 % to 65.9 million piec .",1
"net sale total eur 93.6 mn , up from eur 93.2 mn in the correspond period in 2005 .",1
"nokia also note the averag sell price of handset declin dure the period , though it mobil phone profit margin rose to more than 22 percent from 13 percent in the yearago quarter .",1
oper profit increas by 145.1 % to eur 8.3 mn from eur 3.4 mn .,1
oper profit margin increas from 11.2 % to 11.7 % .,1
oper profit rose to eur 3.11 mn from eur 1.22 mn in the correspond period in 2009 .,1
oper profit rose to eur 5mn from eur 2.8 mn in the fourth quarter of 2008 .,1
"oper profit wa eur 24.5 mn , up from eur 23.0 mn .",1
"ramir s net sale in the second quarterend june 30 were euro 128.7 million about u.s. 163 million , a 3.3percent increas compar with euro 124.6 million for thesecond quarter last year .",1
"revenu grew by 2 percent to x20ac 580 million 743 million , from x20ac 569 million .",1
ruukki announc that it ha sign an agreement with aker solut of norway to suppli 24 suction anchor in septemb 2010 from it kalajoki unit in finland .,1
"ruukki s deliveri volum and sell price show favour develop and the compani s compar net sale grew by 50 % yearonyear to eur647m , ceo sakari tamminen said .",1
sanoma magazin net sale are estim to grow in 2006 .,1
the bank forecast finland s gdp will grow by 2 % in 2010 and in 2011 .,1
"the compani s consolid oper profit amount to eur 15.86 mn , up from eur 4.14 mn yearonyear .",1
the depart store divis report an increas in sale of 4 per cent .,1
the fair valu of the compani s invest properti grew to eur 2.803 billion at the end of march 2009 from eur 2.691 million a year ago .,1
"the last quarter wa the best quarter of 2009 in net sale , and the oper margin rose to 12.2 % .",1
"the major breweri increas their domest beer sale by 4.5 per cent last year , to 256.88 million litr from 245.92 million litr in 2004 .",1
"the transact doubl tecnomen workfors , and add a fourth to their net sale .",1
oper profit rose by 26.9 % to eur 105.8 83.4 million .,1
"after thi purchas , cramo will becom the second largest rental servic provid in the latvian market .",1
the purchas of the oper is part of yit s strategi to expand it offer of build system servic geograph .,1
21 octob 2010 finnish fish tackl compani rapala vmc corp hel rap1v said today it net profit rose to eur18 .9 m for the first nine month of 2010 from eur15 .1 m for the same period a year earlier .,1
"accord to finnish metso miner , the valu of the compani s order ha gone up to eur 1.9 bn in 12 month .",1
finnish aldata solut ha sign a contract of suppli it g.o.l.d . system to two french retail chain .,1
finnish bank of land report it oper profit rose to eur 21.3 mn in the second quarter of 2009 from eur 6.1 mn in the correspond period in 2008 .,1
finnish financi group aktia s oper profit for 2009 increas to eur 47.0 mn from eur 6.6 mn in 2008 .,1
finnish forest machineri manufactur ponss s net sale grew to eur 51.3 mn in the first quarter of 2010 from eur 37.5 mn in the correspond period in 2009 .,1
finnish kci konecran ha rais it net sale growth estim for 2006 from over 25 % to over 35 % .,1
finnish okmet that manufactur and process silicon wafer for the semiconductor and sensor industri and norwegian solar wafer compani norsun have sign a contract under which okmet will suppli norsun mono silicon crystal for use in solar cell manufactur .,1
finnish pharmaceut compani orion s net sale rose to eur 190mn in the first quarter of 2009 from eur 180mn in the first quarter of 2008 .,1
"finnish ponss ha sign an agreement with babcock africa for the distribut and support of ponss forest machin , harvest head , and inform system in south africa .",1
south african sappi will becom the largest foreign forest industri compani oper in finland as a result of the acquisit finnish mreal corpor s graphic paper busi unit .,1
accord to deputi md pekka silvennoinen the aim is doubl turnov over the next three year .,1
"accord to hkscan finland , the plan is to increas jrvisuomen portti s net sale to eur 80mn to eur 100mn .",1
"advertis and circul revenu grew by 3.4 % and by 0.4 % , respect .",1
"after the takeov , cramo will becom the second largest rental servic provid in the latvian market .",1
"again , the most signific sale increas of 18.6 % wa in russia .",1
alma media expect it net sale to increas as forecast previous .,1
also lemminkinen s profit for account period went up to eur 3.1 mn from eur 24.5 mn a year ago .,1
"at the end of march 2007 , the group s order book wa at eur 39.6 mn , up 42 % from the correspond period in 2006 .",1
"at the same time profit of the compani increas by 10 % in h1 and reach ls 79,000 .",1
aviat system mainten is base in kansa and gener net sale of usd 2.6 million for 2008 .,0
"besid we have increas the share of meat in variou sausag and are offer a number of new tast in the grill product and shish kebab segment , paavel said .",1
"both oper profit and net sale for the 12month period increas , respect from eur10 .5 m and eur28 .8 m , as compar to the financi year 2004 .",1
"both oper profit and net sale for the 12month period increas , respect from eur20 .8 m and eur177 .7 m , as compar to the financi year 2004 .",1
"both oper profit and net sale for the 12month period increas , respect from eur21 .5 m and eur196 .1 m , as compar to 2005 .",1
"both oper profit and net sale for the 12month period increas , respect from eur4 .7 m and eur26 .7 m , as compar to 2004 .",1
"both oper profit and net sale for the ninemonth period increas , respect by 26.6 % and 3.4 % , as compar to the correspond period in 2006 .",1
"both oper profit and net sale for the sixmonth period increas , respect , from eur13 .8 m and eur143 .6 m , as compar to the correspond period in 2007 .",1
"both oper profit and net sale for the sixmonth period increas , respect from eur0 .4 m and eur3 .2 m , as compar to the correspond period in 2005 .",1
"both oper profit and net sale for the sixmonth period increas , respect from eur18 .1 m and eur127 .6 m , as compar to the correspond period in 2006 .",1
"both oper profit and net sale for the sixmonth period increas , respect from eur7 .5 m and eur655 .5 m , as compar to the correspond period in 2005 .",1
"both oper profit and net sale for the threemonth period increas , respect from eur15 .1 m and eur131 .5 m , as compar to the correspond period in 2005 .",1
"both oper profit and net sale for the threemonth period increas , respect from eur16 .0 m and eur139m , as compar to the correspond quarter in 2006 .",1
"both oper profit and sale for the threemonth period increas , respect from eur0 .3 m and eur13 .1 m , as compar to the correspond period in 2005 .",1
"both oper profit and turnov for the ninemonth period increas , respect from eur2 .4 m and eur43 .8 m , as compar to the correspond period a year ago .",1
"both oper profit and turnov for the sixmonth period increas , respect , from eur17 .6 m and eur1149 .9 m , as compar to the correspond period in 2007 .",1
"both oper profit and turnov for the sixmonth period increas , respect from eur0 .1 m and eur29 .0 m , as compar to the correspond period a year ago .",1
cargo volum grew by 7 % .,1
cargo volum increas by approxim 5 % .,1
"compar oper profit total eur 854mn , up from eur 730mn in 2004 .",1
"digia said it consolid net sale for januaryjun 2010 were eur67 .8 m , up 9.7 % on the same period in 2009 eur61 .9 m .",1
dilut earn per share ep rose to eur 0.29 from eur 0.05 .,1
dilut earn per share ep rose to eur 0.52 versu eur 0.09 .,1
dilut earn per share ep rose to eur 1.05 from eur 0.64 .,1
dilut earn per share ep rose to eur 3.68 from eur 0.50 .,1
dilut ep rose to eur3 .68 from eur0 .50 .,1
ebit margin wa up from 1.4 % to 5.1 % .,1
"ep for the quarter wa eur0 .00 , as compar with eur0 .01 in the third quarter of 2008 , repres a group net sale for the third quarter were eur15 .3 m , up by 2.8 % as compar with eur14 .9 m in the third quarter of 2008 .",1
"ep from continu oper came in at 0.30 eur , up from 0.17 .",1
"equiti ratio wa 60.9 % compar to 54.2 % in the third quarter of 2007 , net sale of the frozen food busi total eur 11.0 , up by about 5 % from the third quarter of 2006 .",1
"eur928 ,000 in q1 2010 6 may 2010 finnish textil and cloth design compani marimekko oyj hel mmo1v said today it net profit rose to eur928 ,000 in the first quarter of 2010 from eur13 ,000 in the correspond period a year earlier .",1
"finlandbas elcoteq se , a privat held provid of electron manufactur servic to commun compani , said thursday it sign a longterm manufactur suppli deal with commun equip compani andrew corp. .",1
finnish cutleri and hand tool maker fiskar oyj abp hel fisa said today it net profit rose to eur 24.1 million usd 33.6 m in the third quarter of 2010 from eur 17.9 million a year earlier .,1
finnish depart store chain stockmann oyj abp net profit rose to 39.8 mln euro 56.8 mln for the first nine month of 2007 from 37.4 mln euro 53.4 mln for the same period of 2006 .,1
"finnish lift equip maker konecran oyj said on juli 30 , 2008 that it net profit rose to 71.2 mln euro 111.1 mln for the first half of 2008 from 57.1 mln euro 89.1 mln for the same period of 2007 .",1
finnish messag solut develop tecnomen corpor omx helsinki tem1v said on thursday 11 decemb that it ha receiv an expans order for it converg charg solut in latin america .,1
finnish metal industri solut supplier outotec oyj net profit rose to 50.4 mln euro 72.5 mln for the first nine month of 2007 from 20.1 mln euro 28.9 mln for the same period of 2006 .,1
finnish metal product compani componenta oyj net profit rose to 26.1 mln euro 35.9 mln for the first quarter of 2007 from 5.3 mln euro 7.3 mln for the same period of 2006 .,1
finnish offic suppli and comput accessori dealer belttongroup plc said it net profit rose to 1.3 mln euro 1.7 mln in 2006 from 1.13 mln euro 1.5 mln in 2005 .,1
"finnish secur and privaci softwar solut develop stonesoft oyj said on januari 7 , 2008 that the preliminari sale of it stoneg product grew by 59 pct yearonyear to 3.6 mln euro 5.3 mln for the fourth quarter of 2007 .",1
"finnish silicon wafer technolog compani okmet oyj omx helsinki okm1v report on thursday 7 august an oper profit of eur5 .3 m for the period januaryjun 2008 , up from eur3 .3 m in the correspond period in 2007 .",1
finnish softwar develop done solut oyj said it net profit increas to 3.5 mln euro 4.6 mln in 2006 from 2.3 mln euro 3.0 mln in 2005 .,1
first quarter underli oper profit rose to 41 mln eur from 33 mln a year earlier .,1
"follow the acquisit , relacom will strengthen it presenc in finland , serv oper and offic market with mobil and fix network construct , instal and mainten servic .",1
"for the first nine month of 2010 , the compani s net profit rose to eur41m from eur30m for the correspond period of 2009 .",1
"helsinki afx retail and wholesal group kesko report net sale of 659.4 mln eur for februari , an increas of 10.8 pct yearonyear .",1
"howev , net sale in 2010 are seen to have grown to eur598 .3 m from eur582 .3 m in 2009 .",1
"howev , sale return to growth in apriljun 2010 , ceo pekka eloholma said .",1
"raguti , which is control by the finnish breweri , report a 5.4percent rise in beer sale to 10.44 million litr and held an 11.09percent market share .",1
"svyturysuteno alu , which is control by the nordic group baltic beverag hold bbh , post a 4.7percent growth in beer sale for januarymay to 46.22 million litr .",1
"in 2007 , contempu gener revenu of nok 69.3 approx .",0
"in addit , kone sign a twoyear mainten contract for the escal .",1
"in decemb alon , the member of the lithuanian brewer associ sold a total of 20.3 million liter of beer , an increas of 1.9 percent from the sale of 19.92 million liter in decemb 2004 .",1
"in januaryseptemb 2009 , the group s net interest incom increas to eur 112.4 mn from eur 74.3 mn in januaryseptemb 2008 .",1
"in q1 of 2010 , bank of land s net interest incom increas from eur 9.1 mn to eur 9.7 mn .",1
"in sweden , oper profit for the period under review total eur 3.4 mn , up 30.8 % from the correspond period in 2005 .",1
"in the fourth quarter of 2009 , orion s net profit went up by 33.8 % yearonyear to eur33m .",1
"in the second quarter of 2010 , the group s net profit rose to eur 3.1 million from eur 2.5 million in apriljun 2009 .",1
"in the second quarter of 2010 , the group s net profit rose to eur3 .1 m from eur2 .5 m in apriljun 2009 .",1
"in the third quarter , net sale increas by 12 % yearonyear to eur 159.5 million , or by 6 % at compar currenc rate growth .",1
"in the third quarter , net sale increas by 12 % yearonyear to eur159 .5 m , or by 6 % at compar currenc rate growth .",1
incap estim it will gener a revenu of 10 mln euro 13.2 mln from it indian oper for 2007 .,0
it market share widen to 48.51 percent from 48.31 percent a year earlier .,1
it total annual revenu come up to about 160 mln zloti 56.9 mln42 .3 mln euro .,0
"kesko agro eesti , the retail and wholesal of grain , agricultur and wareh machineri and accessori , had net sale of 81 million euro in 2007 , an increas by onetenth over the preced year .",1
"kesko s car import and retail busi , vvauto , saw sale grow by 17.1 pct .",1
kone s net sale rose by some 14 % yearonyear in the first nine month of 2008 .,1
"adp news feb 11 , 2009 finnish manag softwar solut provid ixono oyj hel xns1v said today it net profit rose to eur 3.5 million usd 4.5 m for 2008 from eur 3.1 million for 2007 .",1
"adp news feb 12 , 2009 finnish it solut provid affecto oyj hel afe1v said today it net profit rose to eur 8.5 million usd 11m in 2008 from eur 7 million in 2007 .",1
"adp news feb 6 , 2009 finnish fish tackl compani rapala vmc corp hel rap1v said today it net profit rose to eur 19.2 million usd 24.6 m for 2008 from eur 17.5 million for 2007 .",1
"adp news nov 5 , 2008 finnish electron measur product and solut maker vaisala oyj omx vaia said today that it net profit rose to eur 18 million usd 23.1 m for the first nine month of 2008 from eur 1",1
"adp news oct 29 , 2008 finnish lift equip maker konecran oyj omx kcr1v said today that it net profit rose to eur 116.6 million usd 149.1 m in the first nine month of 2008 from eur 73.6 million for the s",1
"metso expect it net sale to increas by about 10 % in 2008 , at compar exchang rate .",1
"nest oil corp. ha sign longterm procur contract with honkajoki oy and findest protein oy , both own by finnish food manufactur , for the suppli of anim fat for biodiesel product at nest s 200,000 bcd porvoo , finland , refineri .",1
net interest incom increas by 4.5 % to eur 31.4 mn from eur 30.0 mn in 2004 .,1
"net interest incom wa eur 152.2 mn , up from eur 101.0 mn in 2008 .",1
"net interest incom wa eur 39.3 mn , up from eur 32.7 mn .",1
net sale of the veget oil busi rose to eur 10.6 mn from eur 10.1 mn .,1
"nokia multimedia s net sale total eur 5.7 bn , up 45 % from the correspond period in 2005 .",1
oper incom rose to eur 696.4 mn from eur 600.3 mn in 2009 .,1
"oper profit of kauppalehti group rose to eur 1.5 mn from eur 1.3 mn , and that of marketplac to eur 1.3 mn from eur 1.0 mn in the third quarter of 2006 .",1
oper profit rose from eur 1.94 mn to eur 2.45 mn .,1
oper profit rose to 22.1 mln eur from 19.9 mln .,1
oper profit rose to eur 1.6 mn from eur 1.1 mn in the correspond period in 2006 .,1
oper profit rose to eur 103.4 mn from eur 23.2 in the correspond period in 2006 .,1
oper profit rose to eur 13.5 mn from eur 9.7 mn in the correspond period in 2006 .,1
oper profit rose to eur 26.7 mn from eur 14.9 mn in the correspond period in 2006 .,1
oper profit rose to eur 27.8 mn from eur 17.5 mn in 2008 .,1
oper profit rose to eur 3.2 mn from eur 1.0 mn in the correspond period in 2008 .,1
oper profit rose to eur 4.7 mn from eur 3.6 mn .,1
oper profit rose to eur 4.7 mn from eur 4.6 mn .,1
oper profit rose to eur 9.2 mn from eur 6.8 mn in the correspond period in 2007 .,1
oper profit rose to eur2 .4 m from eur1 .6 m year earlier .,1
"oper profit surg to eur21m from eur106 ,000 .",1
"oper profit total eur 37,7 mn , up slightli from eur 37.2 mn in the correspond period in 2006 .",1
"oper profit total eur 5.5 mn , up from eur 0.7 mn .",1
"oper profit wa eur 11.4 mn , up from eur 7.5 mn .",1
"oper profit wa eur 139.7 mn , up 23 % from eur 113.8 mn .",1
"order intak grew by 40 % yearonyear and 30 % yearonyear , respect , to eur 576 million and eur 1.7 billion for the respect januaryseptemb and julyseptemb 2010 period .",1
order receiv grew by 55 % yearonyear to eur732m .,1
orion pharma s oper profit increas by 42.5 % from 2004 .,1
passeng volum rose by 8.4 % in the account period .,1
passengerrel revenu rose by 5.1 % to eur 460.8 mn from eur 438.5 mn in 2009 .,1
"press releas 9 octob 2009 ruukki ha sign a contract to deliv and instal the steel structur for a bridg over the kyronsalmi strait in savonlinna , finland .",1
pretax profit rose to eur 0.6 mn from eur 0.4 mn in the correspond period in 2005 .,1
"pretax profit rose to eur 1,019 mn from eur 1,007 in the correspond period in 2005 .",1
pretax profit rose to eur 17.8 mn from eur 14.9 mn in 2005 .,1
"pretax profit total eur 397.4 mn , up from eur 164.7 mn .",1
"previous , the compani had guid for ebit and sale growth of 20 pct and 10 pct respect for thi year .",1
"profit for the period total eur 39.4 mn , up from eur 33.9 mn in the correspond period in 2006 .",1
"profit for the period wa eur 5.9 mn , up from eur 1.3 mn .",1
"profit for the period wa eur 9.8 mn , up from eur 6.0 mn in 2004 .",1
revenu grew 12 percent to x20ac 3.6 billion us 4.5 billion .,1
"revenu in juli to septemb grew 14 percent to euro 467 million from a year earlier , the compani said thursday .",1
revenu at the same time grew 14 percent to 43 million euro .,1
"ruukki ha sign a contract to deliv and instal the steel structur for a bridg over the kyronsalmi strait in savonlinna , finland .",1
"sale in latin america increas by 42 % to eur 432mn , and a total of 8.7 mn mobil devic were sold in the area , repres an increas of 32 % from the correspond period in 2009 .",1
sale of cloth develop best .,1
sanoma magazin finland s net sale grew to eur 140.1 mn from eur 131.8 mn .,1
"satama s net profit for the third quarter of 2007 rose to 275,000 euro 395,000 from 270,000 euro 388,000 for the same period of 2006 .",1
"section region news the demand in finnair s asian traffic , measur in passeng kilomet , wa up 34.9 % in august compar to last year .",1
"svyturysuteno alu , which is control by the nordic group baltic beverag hold bbh , post a 6.1 percent growth in beer sale for januaryseptemb to 101.99 million liter .",1
that would be an increas from estim sale of 117 million last year .,1
the agreement expand tekla structur scope of use to bridg design .,1
the aim is to increas sale by at least one fifth in 2006 .,1
"the chain post sale of 298 million euro for full 2005 , a rise of 19.5 percent , yearonyear .",1
the compani expect it net sale in 2008 to increas 510 % from 2007 .,1
the compani expect it net sale in the first half of 2008 to reach the previou year s level .,1
"the compani is in the process of build a new fleet and ha place order for 10 pmax tanker of 65,200 dwt .",1
"the compani s oper incom ebit total eur 0.0 mn , up from eur 0.3 mn yearonyear .",1
the ep outlook wa increas by 5.6 pct for 2007 and 7.0 pct for 2008 .,1
"the fair valu of the invest properti total eur 2,534.9 mn , up from eur 2,455.1 mn in 2006 .",1
"the finnish govern announc wednesday that it sold a 32 percent stake in chemic and fertil group kemira oyj for x20ac 655.6 million 890u million , send the compani s share price up 6 percent .",1
the firm gener sale of 187 mln eur in 2005 .,0
"the german compani ha also sign a code share agreement with anoth oneworld member american airlin inc , part of usbas amr corp nyse amr .",1
"the helsinkibas compani , which also own the salomon , atom and suunto brand , said net profit rose 15 percent in the three month through dec. 31 to x20ac 47 million 61u million , from x20ac 40.8 million a year earlier .",1
the oper profit for grain trade increas to eur 2.0 mn from eur 1.4 mn in 2005 .,1
the stock rose for a second day on wednesday bring it twoday rise to gbx12 .0 or 2.0 % .,1
the stock rose for a third day on tuesday bring it threeday rise to gbx10 .50 or 1.8 % .,1
the transact is in line with aspo s strategi to expand in the baltic sea region and in the eastern market .,1
the transact would increas earn per share in the first quarter by some eur0 .28 .,1
"there ha been some recoveri of the base metal price and increas demand for metal in china , howev .",1
"thi new represent extend comptel s global presenc to a total of 18 countri , serv over 250 custom in over 80 countri worldwid .",1
"tietoen itself use nokia s intellisync mobil suit s wireless email , calendar , and devic manag capabl , and the compani will now extend these servic to it custom .",1
total oper revenu grew by 27.6 % yearonyear to eur61m .,1
vacon s cash flow from oper grew to eur 37.1 mn from eur 21.9 mn a year ago .,1
"we also strengthen our exist partnership with cybercom , say telest cto esko myllyla .",1
"via the satlan acquisit , telest plan to further expand it market presenc as a video servic partner for cabl oper , broadcast and iptv servic provid .",1
"with the acquisit , the compani will expand it offer to north , central and south america , it said .",1
"with the extens of the new contract for a further eight engin , the plant will now produc over 100 mw , it said .",1
yit say the acquisit is a part of it strategi for expans in central and eastern european market .,1
"baswar s product sale grew strongli in the financi period , by 24 percent .",1
"the second quarter of 2010 wa the firstquart with growth in net sale sinc the third quarter of2008 , said magnu rosen , ramir ceo .",1
"the transact strengthen our posit ... in design and brand good , said fiskar presid and ceo heikki allonen , point out that the two group have rel few overlap oper .",1
1 februari 2011 finnish textil and cloth compani marimekko oyj hel mmo1v said today it preliminari oper profit grew to eur8 .2 m in 2010 from eur6 .3 m in 2009 .,1
finnish componenta ha publish it new longterm strategi for the period 20112015 with the aim of grow togeth with it custom .,0
"finnish larox ha sign a contract with the talvivaara project for the deliveri of filter to the talvivaara nickel mine in sotkamo , in finland .",1
affecto expect it net sale for the whole 2010 to increas from the 2009 level when they reach eur 103 million .,1
cash flow from oper rose to eur 52.7 mn from eur 15.6 mn in 2007 .,1
commiss incom rose by 25.7 % to eur 16.1 mn from eur 12.8 mn in 2004 .,1
"earn per share for januaryjun 2010 were eur0 .30 , an increas of 20 % yearonyear eur0 .25 .",1
earn per share ep rose to eur 0.11 from eur 0.03 .,1
"elisa said mobil subscript grew 7 percent dure 2007 , mainli becaus of custom adopt socal third gener mobil technolog .",1
"ep for the quarter came in at 0.36 eur , up from 0.33 eur a year ago and ahead of forecast of 0.33 eur .",1
ep grew to 0.04 eur from 0.02 eur .,1
export grew 16.5 percent to 19.1 million liter .,1
"finnish invest group panostaja oyj said it net profit went up to 8.6 mln euro 11.4 mln in fiscal 200506 , end octob 31 , 2006 , from 2.8 mln euro 3.7 mln in the same period of fiscal 200405 .",1
finnish metal compon supplier componenta oyj said it net profit went up to 3.5 mln euro 4.5 mln in 2006 from 2.2 mln euro 2.8 mln in 2005 .,1
"finnish silicon wafer technolog compani okmet oyj omx helsinki okm1v report on thursday 30 octob an oper profit of eur7 .4 m for januaryseptemb 2008 , up from eur6 .1 m in the correspond period in 2007 .",1
"fiskar brand report net sale of eur 145.8 mn , up from eur 138.4 mn .",1
helsinki afx outokumpu technolog said it ha sign a 3.5 mln eur agreement with mongolia s erdenet mine corpor for the engin of the first hydrocopp plant to be built at the erdenet mine site .,1
"howev , the proport of the paid stand order grew in 2009 .",1
"in addit to the demand in finland , the export of line stone product also increas .",1
"in januaryseptemb 2007 , the group s net sale from continu oper rose to eur 213.1 mn from eur 172.6 mn in the correspond period in 2006 .",1
"in julyseptemb 2008 , yit s net sale increas to eur 970.8 mn , compar to eur 906.8 mn in the correspond period in 2007 .",1
"in the report period , net sale rose by 8 % yearonyear to eur64 .3 m , due to the busi acquisit realiz dure the first half of 200809 , the effect of which wa eur10 .9 m in the review period .",1
"in the report period , the compani s oper profit grew by 43.2 % to eur 6 million .",1
last year s net sale rose to eur 68.3 million from eur 62.2 million .,1
"last year the compani rais it turnov to approxim 7 million lita eur 2 mln , from 6.1 million lita in 2004 .",1
"adp news nov 18 , 2008 finnish ac drive manufactur vacon oyj omx vac1v said today that it had set up new repres offic in romania and ukrain to serv the grow market in eastern and southeastern europ .",1
marimekko group s fullyear net sale are estim to increas by about 10 % .,1
net sale surg by 30 % to eur 36 million .,1
"net sale went up by 1 % yearonyear to eur 29 million , affect by the busi acquisit , realiz dure the previou financi period , the effect of which wa eur 5.1 million on the review period .",1
"nevertheless , it market share rose to 49.14 percent from 48.51 percent a year earlier .",1
